'Nachname';'Vorname';'Geburtsjahr';'Partei (trim)';'Partei-Nr';'Land (Trim)';'Land-Nr.';'Platz';'Wahlkreis - Nr.'
'Brodtrück';'Bernd';1970;'BüSo';5;'Sachsen';13;' 8 ';'  '
'Brömsen';'Edith';1959;'VIOLETTEN';15;'Bayern';2;' 10 ';'  '
'Brose';'Dieter Manfred';1943;'NPD';22;'Brandenburg';4;' 10 ';61
'Broziat';'Martin';1962;'FDP';17;;;;12
'Brückner';'Andreas';1968;'K:Brückner';30;;;;66
'Brüderle';'Rainer';1945;'FDP';17;'Rheinland-Pfalz';11;' 1 ';206
'Brüggemann';'Norbert';1975;'FDP';17;'Niedersachsen';9;' 25 ';32
'Brüggemann';'Regine';1956;'DIE LINKE';13;'Hamburg';6;' 2 ';'  '
'Brügmann';'Klaus-Dieter';1951;'DIE LINKE';13;;;;7
'Bruhn';'Wolfgang';1961;'NPD';22;;;;99
'Brumann';'Peter Josef';1942;'FAMILIE';16;'Nordrhein-Westfalen';10;' 10 ';'  '
'Brummer';'Doris';1960;'CDU';6;'Baden-Württemberg';1;' 35 ';'  '
'Brüning';'Monika Minna Marie';1951;'CDU';6;'Niedersachsen';9;' 31 ';'  '
'Brunke-Reubold';'Sabine';1969;'GRÜNE';4;'Niedersachsen';9;' 9 ';45
'Brunkhorst';'Angelika';1955;'FDP';17;'Niedersachsen';9;' 4 ';29
'Brunner';'Dr. Karl Heinz';1953;'SPD';29;'Bayern';2;' 41 ';255
'Brunner';'Josef';1950;'Freie Union';18;;;;227
'Bruns';'Eckhard Karl Alfred';1944;'RRP';27;'Niedersachsen';9;' 6 ';'  '
'Bruns';'Michael';1973;'DIE LINKE';13;'Nordrhein-Westfalen';10;' 16 ';147
'Brunschweiger';'Jörg';1979;'VIOLETTEN';15;'Bayern';2;' 5 ';'  '
'Brunschweiger';'Rosi';1951;'VIOLETTEN';15;'Bayern';2;' 12 ';'  '
'Brüsemeister';'Peter Klaus';1966;'DIE LINKE';13;'Bayern';2;' 23 ';234
'Bubendorfer';'Raffaela';1988;'FDP';17;'Bayern';2;' 20 ';213
'Bucher';'Klaus';1968;'FDP';17;'Baden-Württemberg';1;' 32 ';290
'Buchholz';'Christine';1971;'DIE LINKE';13;'Hessen';7;' 3 ';185
'Buchholz';'Conrad';1982;'FDP';17;'Hessen';7;' 18 ';180
'Buchholz';'Doris';1959;'FDP';17;'Saarland';12;' 6 ';'  '
'Buchmann';'Daniel';1981;'BüSo';5;'Berlin';3;' 2 ';85
'Buchmann';'Sven';1979;'K:Buchmann';30;;;;83
'Buchner';'Prof. Dr. Klaus';1941;'ödp';23;'Berlin';3;' 3 ';'  '
'Büchner';'Andreas';1982;'NPD';22;'Nordrhein-Westfalen';10;' 12 ';108
'Buchs';'Enrico';1976;'FDP';17;;;;66
'Buchta';'Bettina Dorothee';1960;'MLPD';20;'Bremen';5;' 4 ';'  '
'Buck';'Josef';1961;'MLPD';20;;;;275
'Büddemann';'Manfred';1951;'DIE LINKE';13;;;;111
'Büdel';'Katharina';1951;'FDP';17;'Rheinland-Pfalz';11;' 29 ';'  '
'Bühner';'Tim';1978;'DIE LINKE';13;'Nordrhein-Westfalen';10;' 22 ';'  '
'Buljevic';'Vesna';1954;'MLPD';20;'Nordrhein-Westfalen';10;' 8 ';'  '
'Bulke';'Peter';1939;'REP';14;'Baden-Württemberg';1;' 12 ';'  '
'Bulling-Schröter';'Eva';1956;'DIE LINKE';13;'Bayern';2;' 2 ';217
'Bulmahn';'Edelgard';1951;'SPD';29;'Niedersachsen';9;' 2 ';43
'Bülow';'Marco';1971;'SPD';29;'Nordrhein-Westfalen';10;' 55 ';143
'Bummel';'Andreas';1976;'FDP';17;'Hessen';7;' 13 ';184
'Bunge';'Dr. Martina';1951;'DIE LINKE';13;'Mecklenburg-Vorpommern';8;' 2 ';12
'Bünger';'Hans-Ulrich';1940;'DIE LINKE';13;;;;285
'Burchardt';'Ursula';1954;'SPD';29;'Nordrhein-Westfalen';10;' 27 ';144
'Burgbacher';'Ernst';1949;'FDP';17;'Baden-Württemberg';1;' 3 ';285
'Burger';'Dr. Thomas';1970;'SPD';29;'Bayern';2;' 53 ';'  '
'Burger-Heidger';'Max';1954;'GRÜNE';4;;;;285
'Burholt';'Dr. Christian';1972;'CDU';6;'Berlin';3;' 8 ';76
'Burkart';'Karin';1950;'GRÜNE';4;'Saarland';12;' 2 ';296
'Burkert';'Boris';1961;'GRÜNE';4;;;;229
'Burkert';'Martin';1964;'SPD';29;'Bayern';2;' 13 ';245
'Burkhardt';'Karl-Heinz';1939;'DVU';11;'Berlin';3;' 2 ';'  '
'Burkowski';'Franz Paul';1930;'PBC';24;'Bremen';5;' 4 ';'  '
'Burmeister';'Erich Karl';1953;'DIE LINKE';13;;;;122
'Burmester';'Andreas';1978;'SPD';29;'Niedersachsen';9;' 41 ';'  '
'Bursian';'Thomas Wolfgang';1959;'FDP';17;'Rheinland-Pfalz';11;' 24 ';'  '
'Bursukis';'Yani';1945;'SPD';29;'Hessen';7;' 28 ';'  '
'Busch-Hübenbecker';'Walter';1951;'DIE LINKE';13;;;;186
'Büschleb';'Andreas';1972;'NPD';22;;;;44
'Buschmann';'Marco';1977;'FDP';17;'Nordrhein-Westfalen';10;' 20 ';124
'Büsing';'Erika-Marika';1964;'SPD';29;'Bremen';5;' 5 ';'  '
'Bussche-Haddenhausen Freiherr von dem';'oris-Georg';1966;'FDP';17;'Niedersachsen';9;' 22 ';38
'Bußmann';'Windfried';1951;'RENTNER';28;'Nordrhein-Westfalen';10;' 3 ';'  '
'Butenschön';'Brigitte';1949;'MLPD';20;'Niedersachsen';9;' 7 ';'  '
'Caesar';'Cajus Julius ';1951;'CDU';6;'Nordrhein-Westfalen';10;' 20 ';136
'Canel';'Sylvia';1958;'FDP';17;'Hamburg';6;' 2 ';'  '
'Caravetta Glosemeyer';'Immacolata';1965;'SPD';29;'Niedersachsen';9;' 43 ';'  '
'Carlhoff';'Hans-Werner';1947;'CDU';6;'Baden-Württemberg';1;' 38 ';'  '
'Carls';'Richard Hermann';1931;'DVU';11;'Niedersachsen';9;' 3 ';'  '
'Carstensen';'Christian';1973;'SPD';29;'Hamburg';6;' 5 ';22
'Caspary';'Olaf';1967;'DVU';11;'Berlin';3;' 3 ';'  '
'Castellucci';'Dr. Lars';1974;'SPD';29;'Baden-Württemberg';1;' 22 ';277
'Cayrol';'Nicole';1980;'SPD';29;'Saarland';12;' 28 ';'  '
'Christen';'Mario';1953;'ödp';23;'Berlin';3;' 1 ';'  '
'Christiansen';'Rainer Helmar';1945;'K:Christiansen';30;;;;80
'Christinck';'Heiner Leslie Otto';1946;'FAMILIE';16;'Nordrhein-Westfalen';10;' 3 ';114
'Christoph';'Stefan';1988;'GRÜNE';4;'Bayern';2;' 22 ';234
'Ciechoradzki';'Rainer';1965;'ödp';23;'Thüringen';16;' 5 ';'  '
'Cigelski';'Volker';1953;'NPD';22;;;;249
'Claaßen';'Antje';1968;'DIE LINKE';13;;;;295
'Clasen';'Bernhard';1957;'DIE LINKE';13;;;;110
'Claus';'Roland';1954;'DIE LINKE';13;'Sachsen-Anhalt';14;' 4 ';74
'Claussen';'Claus Christian';1961;'CDU';6;'Schleswig-Holstein';15;' 14 ';'  '
'Clemens';'Stefan Georg';1959;'FAMILIE';16;'Bayern';2;' 12 ';'  '
'Coelho';'Christine';1964;'VIOLETTEN';15;'Baden-Württemberg';1;' 4 ';'  '
'Cölsch';'Ingrid';1954;'VIOLETTEN';15;'Berlin';3;' 1 ';80
'Connemann';'Gitta';1964;'CDU';6;'Niedersachsen';9;' 12 ';26
'Conrad';'Gabriele Maria';1960;'MLPD';20;;;;271
'Conrads';'Anna';1979;'DIE LINKE';13;'Nordrhein-Westfalen';10;' 19 ';'  '
'Conz';'Michael';1966;'FDP';17;'Baden-Württemberg';1;' 17 ';258
'Cordes';'Florian';1975;'NPD';22;;;;29
'Corné de';'Walter';1944;'Volksabst.';1;'Nordrhein-Westfalen';10;' 6 ';'  '
'Corr';'Eva-Maria';1956;'FAMILIE';16;'Rheinland-Pfalz';11;' 3 ';'  '
'Coscia';'Lino';1988;'K:Cosica';30;;;;41
'Crämer';'Thorsten';1975;'NPD';22;;;;139
'Cramon-Taubadel von';'Viola';1970;'GRÜNE';4;'Niedersachsen';9;' 7 ';53
'Cremer';'Claus';1979;'NPD';22;'Nordrhein-Westfalen';10;' 1 ';141
'Cremer-Ricken';'Ruth';1958;'GRÜNE';4;;;;288
'Crone';'Petra';1950;'SPD';29;'Nordrhein-Westfalen';10;' 12 ';150
'Croy';'Corinna';1982;'DIE LINKE';13;'Bayern';2;' 17 ';240
'Cüre';'Irfan';1952;'DIE LINKE';13;'Hamburg';6;' 6 ';'  '
'Curlisca';'Jaroslav';1953;'BP';3;'Bayern';2;' 15 ';'  '
'Cwielong';'Dieter';1957;'DIE LINKE';13;;;;3
'Czapp';'Mechthild';1982;'PIRATEN';26;'Nordrhein-Westfalen';10;' 4 ';'  '
'Czech';'Michael';1955;'DKP';10;'Berlin';3;' 10 ';'  '
'Czichon';'Eberhard';1930;'DKP';10;'Berlin';3;' 11 ';'  '
'Dabrock';'Heinz ';1956;'FAMILIE';16;'Saarland';12;' 1 ';299
'Dagdelen';'Sevim';1975;'DIE LINKE';13;'Nordrhein-Westfalen';10;' 7 ';141
'Dahl';'Monika';1965;'DIE LINKE';13;'Nordrhein-Westfalen';10;' 17 ';98
'Dahlhoff';'Benjamin';1978;'GRÜNE';4;'Hessen';7;' 18 ';'  '
'Dahlmann';'Thomas';1960;'SPD';29;'Nordrhein-Westfalen';10;' 60 ';'  '
'Dahmen';'Janosch';1981;'GRÜNE';4;;;;140
'Dalbert';'Dr. Claudia';1954;'GRÜNE';4;'Sachsen-Anhalt';14;' 3 ';73
'Daldrup';'Bernhard';1956;'SPD';29;'Nordrhein-Westfalen';10;' 18 ';131
'Dambacher';'Michael';1979;'CDU';6;'Baden-Württemberg';1;' 39 ';'  '
'Dammann';'Adolf';1939;'NPD';22;;;;31
'Danckert';'Dr. Peter';1940;'SPD';29;'Brandenburg';4;' 3 ';63
'Dannemann';'Bernd';1944;'FWD';19;'Brandenburg';4;' 4 ';'  '
'Dänzer';'Margit';1955;'VIOLETTEN';15;'Baden-Württemberg';1;' 6 ';'  '
'Däschner';'Karl';1954;'NPD';22;;;;278
'Dassler';'Britta';1964;'FDP';17;'Bayern';2;' 30 ';242
'Daub';'Helga';1942;'FDP';17;'Nordrhein-Westfalen';10;' 15 ';149
'Dauen';'Gwenn Patrick';1980;'PIRATEN';26;'Bremen';5;' 2 ';'  '
'Dauter';'Horst';1943;'K:Dauter';30;;;;51
'Dautzenberg';'Leo';1950;'CDU';6;'Nordrhein-Westfalen';10;' 54 ';90
'Daxlberger';'Elfriede Katharina';1941;'RRP';27;'Bayern';2;' 8 ';'  '
'De Filippi';'Diego';1978;'Tierschutz';21;'Baden-Württemberg';1;' 4 ';'  '
'Debrand';'Christa';1944;'FAMILIE';16;'Saarland';12;' 4 ';'  '
'Debus';'Cornelia';1958;'FDP';17;'Niedersachsen';9;' 14 ';25
'Decker';'Thomas Michael Matthias';1972;'CDU';6;'Niedersachsen';9;' 41 ';'  '
'Dedecke';'Wilhelm';1960;'DIE LINKE';13;;;;92
'Dehde';'Klaus-Peter';1959;'SPD';29;'Niedersachsen';9;' 34 ';'  '
'Dehm-Desoi';'Dr. Jörg-Diether';1950;'DIE LINKE';13;'Niedersachsen';9;' 1 ';'  '
'Deligöz';'Ekin';1971;'GRÜNE';4;'Bayern';2;' 5 ';255
'Demele';'Armin';1962;'ödp';23;;;;266
'Demuth';'Erika';1982;'CDU';6;'Rheinland-Pfalz';11;' 33 ';'  '
'Dennhoven';'Hans Günter';1950;'K:Dennhoven';30;;;;110
'Denz';'Christine';1948;'GRÜNE';4;;;;276
'Denzer';'Theodor';1951;'FDP';17;'Bayern';2;' 57 ';'  '
'Derabin';'Paul';1988;'CDU';6;'Niedersachsen';9;' 37 ';'  '
'Dere';'Zeynep';1964;'DIE LINKE';13;'Nordrhein-Westfalen';10;' 15 ';'  '
'Deter';'Tilla-Louise';1961;'FDP';17;'Baden-Württemberg';1;' 23 ';283
'Dethlefsen';'Knut Matthias';1969;'SPD';29;'Schleswig-Holstein';15;' 14 ';'  '
'Dettmer';'Wiltrud';1951;'K:Dettmer';30;;;;67
'Dettweiler';'Rudolf';1950;'K:Dettweiler';30;;;;81
'Detzler';'Michael';1954;'CDU';6;'Saarland';12;' 18 ';'  '
'Deubel';'Holger';1980;'NPD';22;;;;202
'Deuschle';'Andreas';1979;'CDU';6;'Baden-Württemberg';1;' 22 ';'  '
'Deuschle';'Ulrich';1952;'REP';14;'Baden-Württemberg';1;' 2 ';'  '
'Deutsch';'Paul';1951;'MLPD';20;'Niedersachsen';9;' 3 ';51
'Deutschmann';'Reiner Peter';1953;'FDP';17;'Sachsen';13;' 4 ';157
'Dick';'Arno';1962;'SPD';29;'Niedersachsen';9;' 60 ';'  '
'Dicke';'Veronika';1967;'SPD';29;'Schleswig-Holstein';15;' 20 ';'  '
'Didlap';'Dr. Charlotte';1965;'K:Didlap';30;;;;30
'Diebler';'Jens';1966;'FAMILIE';16;'Bayern';2;' 13 ';'  '
'Diebold';'Gudrun';1956;'ödp';23;;;;292
'Dieckmann';'Jan';1980;'K:Dieckmann J';30;;;;102
'Dieckmann';'Mali';1984;'K:Dieckmann M';30;;;;94
'Dierbeck';'Sandro';1975;'FDP';17;;;;162
'Dießner';'Norman';1971;'GRÜNE';4;'Hessen';7;' 10 ';176
'Dietert';'Edeltraud';1953;'K:Dietert';30;;;;212
'Dietrich';'Klaus';1936;'NPD';22;;;;186
'Dietrich';'Matthias';1971;'ödp';23;'Baden-Württemberg';1;' 6 ';290
'Dietrich';'Rolf';1944;'NPD';22;'Sachsen-Anhalt';14;' 7 ';'  '
'Diggance';'Christina';1966;'VIOLETTEN';15;'Baden-Württemberg';1;' 3 ';'  '
'Dilcher';'Esther';1965;'SPD';29;'Hessen';7;' 27 ';'  '
'Dillschneider';'Dirk';1974;'CDU';6;'Saarland';12;' 6 ';'  '
'Dimitrov';'Michael';1973;'FDP';17;'Nordrhein-Westfalen';10;' 56 ';108
'Dinar';'Erkan';1980;'DIE LINKE';13;;;;241
'Dippel';'Konrad Willibald';1971;'K:Dippel';30;;;;235
'Dirks';'Alfred';1951;'DIE LINKE';13;'Niedersachsen';9;' 23 ';'  '
'Ditsche';'Frank Holger Kurt';1966;'K:Ditsche';30;;;;78
'Dittrich';'Heidrun';1958;'DIE LINKE';13;'Niedersachsen';9;' 3 ';43
'Djir-Sarai';'Dr. Bijan';1976;'FDP';17;'Nordrhein-Westfalen';10;' 13 ';109
'Dloczik';'Dr. Larissa';1967;'ödp';23;'Berlin';3;' 4 ';'  '
'Dobelmann';'Josef';1957;'GRÜNE';4;;;;33
'Dobler';'Wolfgang';1954;'FDP';17;'Baden-Württemberg';1;' 26 ';295
'Dobrindt';'Alexander';1970;'CSU';8;'Bayern';2;' 5 ';226
'Döcke';'Wolfgang';1954;'FDP';17;;;;69
'Dohmen';'Norbert';1951;'GRÜNE';4;'Nordrhein-Westfalen';10;' 32 ';'  '
'Döhring';'Sebastian';1980;'NPD';22;'Berlin';3;' 10 ';'  '
'Doll';'Helmut-Hartwig';1948;'DIE LINKE';13;;;;31
'Doll';'Pauli';1956;'BP';3;;;;226
'Domes';'Norbert';1950;'DIE LINKE';13;;;;169
'Dören';'Prof. Dr. Martina';1959;'SPD';29;'Berlin';3;' 12 ';'  '
'Dörflinger';'Thomas';1965;'CDU';6;;;;288
'Döring';'Patrick';1973;'FDP';17;'Niedersachsen';9;' 5 ';43
'Döring';'Waltraud';1952;'ödp';23;'Thüringen';16;' 9 ';'  '
'Döring';'Wilfried';1953;'ödp';23;'Thüringen';16;' 13 ';'  '
'Dörken';'Axel';1967;'K:Dörken';30;;;;132
'Dörken';'Peter J.';1938;'RRP';27;'Bayern';2;' 14 ';215
'Dörlitz';'Helmut';1963;'DVU';11;'Hamburg';6;' 4 ';'  '
'Dörmann';'Martin';1962;'SPD';29;'Nordrhein-Westfalen';10;' 54 ';94
'Dormuth';'Dennis';1980;'NPD';22;;;;130
'Dorn';'Hubert';1956;'BP';3;'Bayern';2;' 11 ';'  '
'Dörner';'Katja';1976;'GRÜNE';4;'Nordrhein-Westfalen';10;' 5 ';97
'Dörnhöfer';'Uwe';1969;'SPD';29;'Bayern';2;' 44 ';215
'Dörr';'Joachim';1968;'SPD';29;'Saarland';12;' 22 ';'  '
'Dorst';'Bernd';1950;'K:Dorst';30;;;;241
'Döscher';'Vera Nadja';1972;'FDP';17;'Sachsen';13;' 5 ';'  '
'Dött';'Marie-Luise';1953;'CDU';6;'Nordrhein-Westfalen';10;' 9 ';118
'Dotten';'Horst';1957;'MLPD';20;;;;120
'Dotzler';'Thomas';1965;'BP';3;'Bayern';2;' 6 ';236
'Drage van';'Alexander Ewald';1980;'REP';14;'Bayern';2;' 13 ';'  '
'Dreblow';'Wolf-Henry';1958;'FDP';17;'Sachsen-Anhalt';14;' 6 ';74
'Dreetz';'Jochen';1956;'GRÜNE';4;'Sachsen-Anhalt';14;' 6 ';74
'Dreibus';'Werner';1947;'DIE LINKE';13;'Hessen';7;' 4 ';180
'Dreischer';'Dr. Artur';1928;'Volksabst.';1;'Baden-Württemberg';1;' 1 ';'  '
'Drerup';'Dr. Ulrich';1951;'CDU';6;'Schleswig-Holstein';15;' 22 ';'  '
'Drescher';'Max Jürgen';1968;'FDP';17;'Rheinland-Pfalz';11;' 27 ';'  '
'Dressel';'Dr. Carl-Christian';1970;'SPD';29;'Bayern';2;' 19 ';238
'Drewes';'Hans-Joachim';1936;'RRP';27;'Bremen';5;' 3 ';'  '
'Drexler';'Gerhard';1964;'FDP';17;'Bayern';2;' 15 ';227
'Drinkard';'Heidi';1946;'NPD';22;;;;262
'Drinkmann';'Klaus Willy';1937;'RENTNER';28;'Nordrhein-Westfalen';10;' 8 ';'  '
'Drinkmann';'Waltraud Lotte';1954;'RENTNER';28;'Nordrhein-Westfalen';10;' 11 ';'  '
'Drobinski-Weiß';'Elvira';1951;'SPD';29;'Baden-Württemberg';1;' 11 ';284
'Drothler';'Ute Regina';1969;'ödp';23;'Bayern';2;' 14 ';222
'Ducke';'Kai-Uwe';1975;'BüSo';5;'Nordrhein-Westfalen';10;' 2 ';166
'Duda';'Wolfgang Georg';1962;'NPD';22;'Nordrhein-Westfalen';10;' 16 ';118
'Duin';'Garrelt';1968;'SPD';29;'Niedersachsen';9;' 1 ';25
'Dullinger';'Angelica';1960;'SPD';29;'Bayern';2;' 26 ';226
'Dumberger';'Andrea Brigitte';1957;'MLPD';20;'Bayern';2;' 8 ';'  '
'Dumberger';'Klaus';1964;'MLPD';20;'Bayern';2;' 1 ';218
'Dusper';'Nina';1975;'MLPD';20;'Nordrhein-Westfalen';10;' 26 ';'  '
'Duwe';'Dr. Kurt Carlos';1951;'FDP';17;'Hamburg';6;' 3 ';24
'Dyckmans';'Mechthild';1950;'FDP';17;'Hessen';7;' 5 ';169
'Dyhr';'Thomas';1958;'GRÜNE';4;'Brandenburg';4;' 5 ';60
'Eberhard';'Klaus-Peter ';1962;'FDP';17;'Schleswig-Holstein';15;' 5 ';8
'Eberhard-Forschner';'Dagmar';1953;'MLPD';20;;;;108
'Eberl';'Dr. Christian';1954;'FDP';17;;;;53
'Eberle';'Johann';1948;'BP';3;'Bayern';2;' 16 ';'  '
'Ebert';'Dieter';1955;'REP';14;'Baden-Württemberg';1;' 16 ';'  '
'Ebner';'Harald';1964;'GRÜNE';4;'Baden-Württemberg';1;' 12 ';268
'Eckenbach';'Jutta';1952;'CDU';6;'Nordrhein-Westfalen';10;' 30 ';120
'Eckert';'Michael';1981;'K:Eckert';30;;;;284
'Eckert van';'René';1987;'SPD';29;'Bayern';2;' 47 ';'  '
'Eckhardt';'Hannelore';1954;'SPD';29;'Hessen';7;' 22 ';'  '
'Eckler';'Herbert';1931;'BüSo';5;'Nordrhein-Westfalen';10;' 5 ';'  '
'Edathy';'Sebastian';1969;'SPD';29;'Niedersachsen';9;' 15 ';41
'Effertz';'Lars Oliver';1978;'FDP';17;'Nordrhein-Westfalen';10;' 40 ';92
'Eggers';'Jürgen';1957;'DIE LINKE';13;;;;46
'Egloff';'Ingo';1956;'SPD';29;'Hamburg';6;' 3 ';23
'Ehinger';'Hasso';1940;'DIE LINKE';13;;;;267
'Ehnes';'Hans-Joachim';1956;'DIE LINKE';13;'Bayern';2;' 10 ';242
'Ehrenberg';'Hans-Werner';1952;'FDP';17;'Nordrhein-Westfalen';10;' 23 ';148
'Ehrhardt';'Robert';1982;'REP';14;'Sachsen';13;' 3 ';'  '
'Ehrl';'Ewald';1961;'NPD';22;;;;234
'Ehrlich';'Martina';1965;'SPD';29;'Rheinland-Pfalz';11;' 19 ';'  '
'Ehrmann';'Siegmund';1952;'SPD';29;'Nordrhein-Westfalen';10;' 53 ';115
'Ehrreich';'Bernd';1972;'NPD';22;;;;299
'Eichhorst';'Ulrich';1946;'SPD';29;'Niedersachsen';9;' 39 ';'  '
'Eichler';'Martin';1968;'ödp';23;'Bayern';2;' 15 ';'  '
'Eichler';'Rainer Hans';1950;'REP';14;'Sachsen';13;' 9 ';'  '
'Eichstädt-Bohlig';'Franziska';1941;'GRÜNE';4;;;;87
'Eicker';'Hermann Josef Jupp';1949;'MLPD';20;'Nordrhein-Westfalen';10;' 9 ';'  '
'Eickmeier';'Andreas';1954;'FDP';17;'Nordrhein-Westfalen';10;' 32 ';135
'Eifler';'Andreas';1955;'MLPD';20;'Thüringen';16;' 1 ';196
'Eifler';'Manuela';1957;'MLPD';20;'Thüringen';16;' 4 ';'  '
'Eigemeier';'Ellen';1970;'ödp';23;'Rheinland-Pfalz';11;' 4 ';'  '
'Eigen';'Helmut';1955;'DIE LINKE';13;'Nordrhein-Westfalen';10;' 14 ';143
'Eigenfeld';'Ulrich';1947;'NPD';22;'Niedersachsen';9;' 1 ';'  '
'Eigenthaler';'Egon';1938;'REP';14;'Baden-Württemberg';1;' 7 ';'  '
'Einrauch';'Gerhard Fritz';1929;'REP';14;'Bremen';5;' 2 ';'  '
'Einsle';'Toralf';1980;'FDP';17;'Sachsen';13;' 10 ';158
'Eisel';'Dr. Stephan';1955;'CDU';6;'Nordrhein-Westfalen';10;' 38 ';97
'Eisele';'Dietmar';1959;'GRÜNE';4;;;;125
'Eisold';'Klaus Peter';1961;'SPD';29;'Rheinland-Pfalz';11;' 30 ';'  '
'Eitel';'Henrik';1977;'CDU';6;'Saarland';12;' 7 ';'  '
'El-Hussein';'Hanaa';1968;'FDP';17;'Berlin';3;' 6 ';87
'Ellendt';'Dr. Andreas';1963;'CDU';6;'Schleswig-Holstein';15;' 15 ';'  '
'Ellenrieder';'Stefan';1961;'BP';3;'Bayern';2;' 17 ';'  '
'Emcke';'René';1977;'PIRATEN';26;'Sachsen-Anhalt';14;' 1 ';'  '
'Enders';'Raimund Karl';1953;'FAMILIE';16;'Bayern';2;' 7 ';222
'Endres';'Thomas';1960;'DIE LINKE';13;;;;249
'Endriß';'Leopold';1936;'ADM';2;'Baden-Württemberg';1;' 10 ';'  '
'Engehausen';'Franziska';1963;'SPD';29;'Baden-Württemberg';1;' 30 ';260
'Engel';'Stefan Klaus';1954;'MLPD';20;'Nordrhein-Westfalen';10;' 2 ';124
'Engelen-Kefer';'Dr. Ursula';1943;'SPD';29;'Bayern';2;' 30 ';217
'Engelhardt';'Klaus Bruno';1953;'DIE LINKE';13;;;;239
'Engelmann';'Sigurd Adolf';1936;'NPD';22;;;;246
'Engelmeier-Heite';'Michaela Barbara';1960;'SPD';29;'Nordrhein-Westfalen';10;' 34 ';100
'Engels';'Martin';1963;'CDU';6;'Hessen';7;' 45 ';'  '
'Engels';'Oliver';1969;'FDP';17;'Rheinland-Pfalz';11;' 30 ';'  '
'Engels';'Rainer';1963;'NPD';22;;;;101
'Engelschall';'Christine';1965;'Tierschutz';21;'Bayern';2;' 1 ';'  '
'Engert';'Jan';1986;'PIRATEN';26;'Saarland';12;' 6 ';'  '
'Englmeier';'Gaby';1967;'CSU';8;'Bayern';2;' 27 ';'  '
'Enkelmann';'Dr. Dagmar';1956;'DIE LINKE';13;'Brandenburg';4;' 1 ';60
'Entinger';'Horst';1944;'RRP';27;'Saarland';12;' 3 ';'  '
'Eppler';'Jürgen';1971;'ADM';2;'Baden-Württemberg';1;' 9 ';'  '
'Erben';'Birgit';1952;'DIE LINKE';13;'Nordrhein-Westfalen';10;' 34 ';'  '
'Erdel';'Rainer';1955;'FDP';17;'Bayern';2;' 14 ';241
'Erdmenger';'Christoph';1970;'GRÜNE';4;'Sachsen-Anhalt';14;' 2 ';68
'Erkalp';'David';1974;'CDU';6;;;;19
'Erkner';'Frank';1966;'FDP';17;'Niedersachsen';9;' 23 ';30
'Erler';'Gernot';1944;'SPD';29;'Baden-Württemberg';1;' 2 ';281
'Ermert';'Wolfgang Manfred';1944;'REP';14;'Rheinland-Pfalz';11;' 5 ';'  '
'Ernst';'Klaus';1954;'DIE LINKE';13;'Bayern';2;' 1 ';250
'Ernstberger';'Petra';1955;'SPD';29;'Bayern';2;' 4 ';239
'Eroglu';'Engin';1982;'GRÜNE';4;;;;171
'Ertel';'Mario';1976;'ödp';23;'Bayern';2;' 16 ';'  '
'Ertel';'Mario';1963;'NPD';22;;;;157
'Eschrich';'Frank';1964;'DIE LINKE';13;;;;211
'Esken';'Saskia';1961;'SPD';29;'Baden-Württemberg';1;' 28 ';280
'Essen van';'Jörg';1947;'FDP';17;'Nordrhein-Westfalen';10;' 3 ';146
'Eßer';'Hubert';1959;'SPD';29;'Nordrhein-Westfalen';10;' 46 ';109
'Etzel';'Steffen';1950;'DIE LINKE';13;;;;176
'Eumann';'Nina';1965;'DIE LINKE';13;;;;119
'Euscher';'Dieter Walter Karl';1939;'RRP';27;'Niedersachsen';9;' 1 ';'  '
'Evers-Meyer';'Karin';1949;'SPD';29;'Niedersachsen';9;' 4 ';27
'Ewen';'Adalbert Peter';1952;'CDU';6;'Saarland';12;' 19 ';'  '
'Ewert';'Monika';1940;'REP';14;'Bayern';2;' 4 ';'  '
'Eymer';'Anke';1949;'CDU';6;'Schleswig-Holstein';15;' 6 ';11
'Faber';'Stefan ';1951;'NPD';22;'Bayern';2;' 8 ';217
'Fabritius';'Dr. Bernd-Bernhard';1965;'CSU';8;'Bayern';2;' 32 ';'  '
'Fackler-Plump';'Hannelore';1946;'BüSo';5;'Bayern';2;' 6 ';252
'Fähnemann';'Ivette Annabell';1974;'DVU';11;'Bremen';5;' 4 ';'  '
'Fahr';'Daniel';1976;'FDP';17;;;;128
'Fahrner';'Florian';1978;'ödp';23;'Bayern';2;' 6 ';231
'Faku';'David';1986;'BüSo';5;'Bayern';2;' 8 ';218
'Faku';'Tobias Christoph Mzingisi';1988;'BüSo';5;'Nordrhein-Westfalen';10;' 11 ';143
'Falk';'Benno';1953;'MLPD';20;'Mecklenburg-Vorpommern';8;' 5 ';'  '
'Falk';'Markus';1970;'FDP';17;'Rheinland-Pfalz';11;' 7 ';200
'Falk';'Peter';1964;'SPD';29;'Bayern';2;' 25 ';216
'Falke';'Herbert';1956;'GRÜNE';4;'Nordrhein-Westfalen';10;' 30 ';137
'Färber';'Prof. Dr. Christine';1964;'SPD';29;'Brandenburg';4;' 8 ';'  '
'Farquhar';'Rena';1974;'FDP';17;;;;261
'Faulhaber';'Gabriele';1953;'DIE LINKE';13;;;;177
'Faust';'Dirk';1971;'FDP';17;'Sachsen-Anhalt';14;' 5 ';72
'Faust';'Dr. Hans-Georg';1948;'CDU';6;'Niedersachsen';9;' 17 ';53
